,billid,firstname,lastname,state,primaryorco,billstage,chambername,civid
4906,446,,Baldwin,,Co,INTRODUCED,Senator,
4907,447,,Harris,,Primary,INTRODUCED,Senator,
4908,447,,Murkowski,,Co,INTRODUCED,Senator,
4909,448,,Gillibrand,,Primary,INTRODUCED,Representative,
4910,448,,Cruz,,Co,INTRODUCED,Representative,
4911,448,,Booker,,Co,INTRODUCED,Representative,
4912,448,,Ernst,,Co,INTRODUCED,Representative,
4913,448,,Murkowski,,Co,INTRODUCED,Representative,
4914,448,,Baldwin,,Co,INTRODUCED,Representative,
4915,448,,Shaheen,,Co,INTRODUCED,Representative,
4916,448,,Feinstein,,Co,INTRODUCED,Representative,
4917,448,,Gardner,,Co,INTRODUCED,Representative,
4918,448,,Portman,,Co,INTRODUCED,Representative,
4919,448,,Graham,,Co,INTRODUCED,Representative,
4920,448,,Sullivan,,Co,INTRODUCED,Representative,
4921,448,,Cornyn,,Co,INTRODUCED,Representative,
4922,448,,Harris,,Co,INTRODUCED,Representative,
4923,448,,Hassan,,Co,INTRODUCED,Representative,
4924,448,Cortez,Masto,,Co,INTRODUCED,Representative,
4925,448,,Blumenthal,,Co,INTRODUCED,Representative,
4926,448,,Hirono,,Co,INTRODUCED,Representative,
4927,448,,Warren,,Co,INTRODUCED,Representative,
4928,448,,McCaskill,,Co,INTRODUCED,Representative,
4929,449,,Cooper,,Primary,INTRODUCED,Senator,
4930,449,,Peterson,,Co,INTRODUCED,Senator,
4931,449,,Sinema,,Co,INTRODUCED,Senator,
4932,449,,Costa,,Co,INTRODUCED,Senator,
4933,449,,Schrader,,Co,INTRODUCED,Senator,
4934,449,,Quigley,,Co,INTRODUCED,Senator,
4935,449,,OHalleran,,Co,INTRODUCED,Senator,
4936,450,,Cornyn,,Primary,INTRODUCED,Senator,
4937,450,,Heller,,Co,INTRODUCED,Senator,
4938,450,,Roberts,,Co,INTRODUCED,Senator,
4939,451,,Murray,,Primary,INTRODUCED,Senator,
4940,451,,Schumer,,Co,INTRODUCED,Senator,
4941,451,,Durbin,,Co,INTRODUCED,Senator,
4942,451,,Menendez,,Co,INTRODUCED,Senator,
4943,451,,Coons,,Co,INTRODUCED,Senator,
4944,451,,Brown,,Co,INTRODUCED,Senator,
4945,451,,Udall,,Co,INTRODUCED,Senator,
4946,451,,Casey,,Co,INTRODUCED,Senator,
4947,451,,Baldwin,,Co,INTRODUCED,Senator,
4948,451,Van,Hollen,,Co,INTRODUCED,Senator,6
4949,451,,Shaheen,,Co,INTRODUCED,Senator,
4950,451,,Gillibrand,,Co,INTRODUCED,Senator,
4951,451,,Klobuchar,,Co,INTRODUCED,Senator,
4952,451,,Markey,,Co,INTRODUCED,Senator,
4953,451,,Hirono,,Co,INTRODUCED,Senator,
4954,451,,Feinstein,,Co,INTRODUCED,Senator,
4955,451,,Manchin,,Co,INTRODUCED,Senator,
4956,451,,Heinrich,,Co,INTRODUCED,Senator,
4957,451,,Blumenthal,,Co,INTRODUCED,Senator,
4958,451,,Leahy,,Co,INTRODUCED,Senator,
4959,451,,Booker,,Co,INTRODUCED,Senator,
4960,451,,Reed,,Co,INTRODUCED,Senator,
4961,451,,Sanders,,Co,INTRODUCED,Senator,
4962,451,,Warren,,Co,INTRODUCED,Senator,
4963,451,,Stabenow,,Co,INTRODUCED,Senator,
4964,451,,Carper,,Co,INTRODUCED,Senator,
4965,451,,Whitehouse,,Co,INTRODUCED,Senator,
4966,451,,McCaskill,,Co,INTRODUCED,Senator,
4967,451,,Cantwell,,Co,INTRODUCED,Senator,
4968,451,,Franken,,Co,INTRODUCED,Senator,
4969,451,,Warner,,Co,INTRODUCED,Senator,
4970,451,,Harris,,Co,INTRODUCED,Senator,
4971,451,,Murphy,,Co,INTRODUCED,Senator,
4972,451,,Nelson,,Co,INTRODUCED,Senator,
4973,451,,Wyden,,Co,INTRODUCED,Senator,
4974,451,,Kaine,,Co,INTRODUCED,Senator,
4975,451,,Hassan,,Co,INTRODUCED,Senator,
4976,451,,Merkley,,Co,INTRODUCED,Senator,
4977,451,,Tester,,Co,INTRODUCED,Senator,
4978,451,,Duckworth,,Co,INTRODUCED,Senator,
4979,451,,Bennet,,Co,INTRODUCED,Senator,
4980,452,,Booker,,Primary,INTRODUCED,Representative,
4981,452,,Gillibrand,,Co,INTRODUCED,Representative,
4982,452,,Baldwin,,Co,INTRODUCED,Representative,
4983,452,,Cardin,,Co,INTRODUCED,Representative,
4984,452,,Blumenthal,,Co,INTRODUCED,Representative,
4985,452,,Harris,,Co,INTRODUCED,Representative,
4986,453,,Meng,,Primary,INTRODUCED,Representative,
4987,453,,Velázquez,,Co,INTRODUCED,Representative,
4988,453,,Nadler,,Co,INTRODUCED,Representative,
4989,453,,Serrano,,Co,INTRODUCED,Representative,
4990,453,,Jeffries,,Co,INTRODUCED,Representative,
4991,454,,Rokita,,Primary,INTRODUCED,Representative,
4992,454,,Messer,,Co,INTRODUCED,Representative,
4993,454,,Farenthold,,Co,INTRODUCED,Representative,
4994,454,,Westerman,,Co,INTRODUCED,Representative,
4995,454,,DesJarlais,,Co,INTRODUCED,Representative,
4996,454,,Moolenaar,,Co,INTRODUCED,Representative,
4997,454,,Palazzo,,Co,INTRODUCED,Representative,
4998,454,,Black,,Co,INTRODUCED,Representative,
4999,454,,Schweikert,,Co,INTRODUCED,Representative,
5000,454,,Loudermilk,,Co,INTRODUCED,Representative,
5001,454,,Pittenger,,Co,INTRODUCED,Representative,
5002,454,,Cole,,Co,INTRODUCED,Representative,
5003,454,,Olson,,Co,INTRODUCED,Representative,
5004,454,,Rohrabacher,,Co,INTRODUCED,Representative,
5005,454,,Cramer,,Co,INTRODUCED,Representative,
5006,454,,Meadows,,Co,INTRODUCED,Representative,
5007,454,,Brat,,Co,INTRODUCED,Representative,
5008,454,,Stewart,,Co,INTRODUCED,Representative,
5009,454,,Pearce,,Co,INTRODUCED,Representative,
5010,454,,Trott,,Co,INTRODUCED,Representative,
5011,454,,Barr,,Co,INTRODUCED,Representative,
5012,454,,Allen,,Co,INTRODUCED,Representative,
5013,455,,DeLauro,,Primary,INTRODUCED,Representative,
5014,455,,Velázquez,,Co,INTRODUCED,Representative,
5015,455,,Slaughter,,Co,INTRODUCED,Representative,
5016,455,,OHalleran,,Co,INTRODUCED,Representative,
5017,455,,McCollum,,Co,INTRODUCED,Representative,
5018,455,,Norton,,Co,INTRODUCED,Representative,
5019,455,Watson,Coleman,,Co,INTRODUCED,Representative,
5020,455,,Payne,,Co,INTRODUCED,Representative,
5021,455,,Hastings,,Co,INTRODUCED,Representative,
5022,455,,Speier,,Co,INTRODUCED,Representative,
5023,455,,Langevin,,Co,INTRODUCED,Representative,
5024,455,,Cicilline,,Co,INTRODUCED,Representative,
5025,455,,Engel,,Co,INTRODUCED,Representative,
5026,455,Wasserman,Schultz,,Co,INTRODUCED,Representative,
5027,455,,Napolitano,,Co,INTRODUCED,Representative,
5028,455,,Adams,,Co,INTRODUCED,Representative,
5029,455,,Shea-Porter,,Co,INTRODUCED,Representative,
5030,455,,Moore,,Co,INTRODUCED,Representative,
5031,455,Jackson,Lee,,Co,INTRODUCED,Representative,
5032,455,,Dingell,,Co,INTRODUCED,Representative,
5033,455,,Tsongas,,Co,INTRODUCED,Representative,
5034,455,,DeFazio,,Co,INTRODUCED,Representative,
5035,455,,Rosen,,Co,INTRODUCED,Representative,
5036,455,,Torres,,Co,INTRODUCED,Representative,
5037,455,,Pocan,,Co,INTRODUCED,Representative,
5038,455,,Schakowsky,,Co,INTRODUCED,Representative,
5039,455,,Blumenauer,,Co,INTRODUCED,Representative,
5040,455,,DelBene,,Co,INTRODUCED,Representative,
5041,455,,Bonamici,,Co,INTRODUCED,Representative,
5042,455,,Raskin,,Co,INTRODUCED,Representative,
5043,455,,Norcross,,Co,INTRODUCED,Representative,
5044,455,,Cárdenas,,Co,INTRODUCED,Representative,
5045,455,,Carbajal,,Co,INTRODUCED,Representative,
5046,455,,Demings,,Co,INTRODUCED,Representative,
5047,455,,Lynch,,Co,INTRODUCED,Representative,
5048,455,,Khanna,,Co,INTRODUCED,Representative,
5049,455,,Kihuen,,Co,INTRODUCED,Representative,
5050,455,,Meeks,,Co,INTRODUCED,Representative,
5051,455,,Beyer,,Co,INTRODUCED,Representative,
5052,455,,Moulton,,Co,INTRODUCED,Representative,
5053,455,,Lowenthal,,Co,INTRODUCED,Representative,
5054,455,,Capuano,,Co,INTRODUCED,Representative,
5055,455,,Lawrence,,Co,INTRODUCED,Representative,
5056,455,,Foster,,Co,INTRODUCED,Representative,
5057,455,,Tonko,,Co,INTRODUCED,Representative,
5058,455,,Kind,,Co,INTRODUCED,Representative,
5059,455,,Serrano,,Co,INTRODUCED,Representative,
5060,455,,Sablan,,Co,INTRODUCED,Representative,
5061,455,,Fudge,,Co,INTRODUCED,Representative,
5062,455,,Ellison,,Co,INTRODUCED,Representative,
5063,455,,Suozzi,,Co,INTRODUCED,Representative,
5064,455,,McEachin,,Co,INTRODUCED,Representative,
5065,455,,Takano,,Co,INTRODUCED,Representative,
5066,455,,Grijalva,,Co,INTRODUCED,Representative,
5067,455,,Heck,,Co,INTRODUCED,Representative,
5068,455,,McNerney,,Co,INTRODUCED,Representative,
5069,455,,Yarmuth,,Co,INTRODUCED,Representative,
5070,455,,Garamendi,,Co,INTRODUCED,Representative,
5071,455,,DeSaulnier,,Co,INTRODUCED,Representative,
5072,455,,Evans,,Co,INTRODUCED,Representative,
5073,455,,Conyers,,Co,INTRODUCED,Representative,
5074,455,,Gallego,,Co,INTRODUCED,Representative,
5075,455,,Aguilar,,Co,INTRODUCED,Representative,
5076,455,,Cooper,,Co,INTRODUCED,Representative,
5077,455,,Cleaver,,Co,INTRODUCED,Representative,
5078,455,,Peters,,Co,INTRODUCED,Representative,
5079,455,,Bustos,,Co,INTRODUCED,Representative,
5080,455,,Kildee,,Co,INTRODUCED,Representative,
5081,455,,DeGette,,Co,INTRODUCED,Representative,
5082,455,,Roybal-Allard,,Co,INTRODUCED,Representative,
5083,455,,Connolly,,Co,INTRODUCED,Representative,
5084,455,,Nadler,,Co,INTRODUCED,Representative,
5085,455,,Kennedy,,Co,INTRODUCED,Representative,
5086,455,,Cohen,,Co,INTRODUCED,Representative,
5087,455,,Perlmutter,,Co,INTRODUCED,Representative,
5088,455,,Vargas,,Co,INTRODUCED,Representative,
5089,455,,Walz,,Co,INTRODUCED,Representative,
5090,455,,Veasey,,Co,INTRODUCED,Representative,
5091,455,,Schrader,,Co,INTRODUCED,Representative,
5092,455,,Sánchez,,Co,INTRODUCED,Representative,
5093,455,,Jeffries,,Co,INTRODUCED,Representative,
5094,455,,Himes,,Co,INTRODUCED,Representative,
5095,455,,Butterfield,,Co,INTRODUCED,Representative,
5096,455,,Beatty,,Co,INTRODUCED,Representative,
5097,455,,Bera,,Co,INTRODUCED,Representative,
5098,455,,McGovern,,Co,INTRODUCED,Representative,
5099,455,,Jayapal,,Co,INTRODUCED,Representative,
5100,455,,Gottheimer,,Co,INTRODUCED,Representative,
5101,455,,Schneider,,Co,INTRODUCED,Representative,
5102,455,,Kilmer,,Co,INTRODUCED,Representative,
5103,455,,Espaillat,,Co,INTRODUCED,Representative,
5104,455,,Levin,,Co,INTRODUCED,Representative,
5105,455,,Lee,,Co,INTRODUCED,Representative,
5106,455,,Crist,,Co,INTRODUCED,Representative,
5107,455,,Delaney,,Co,INTRODUCED,Representative,
5108,455,Blunt,Rochester,,Co,INTRODUCED,Representative,
5109,455,,Pallone,,Co,INTRODUCED,Representative,
5110,455,,Huffman,,Co,INTRODUCED,Representative,
5111,455,,Matsui,,Co,INTRODUCED,Representative,
5112,455,,Pascrell,,Co,INTRODUCED,Representative,
5113,455,,Kaptur,,Co,INTRODUCED,Representative,
5114,455,,Vela,,Co,INTRODUCED,Representative,
5115,455,,Gutiérrez,,Co,INTRODUCED,Representative,
5116,455,,Eshoo,,Co,INTRODUCED,Representative,
5117,455,,Krishnamoorthi,,Co,INTRODUCED,Representative,
5118,455,,Barragán,,Co,INTRODUCED,Representative,
5119,455,,Courtney,,Co,INTRODUCED,Representative,
5120,455,,Welch,,Co,INTRODUCED,Representative,
5121,455,,Pingree,,Co,INTRODUCED,Representative,
5122,455,,Sarbanes,,Co,INTRODUCED,Representative,
5123,455,,Hoyer,,Co,INTRODUCED,Representative,
5124,455,,Titus,,Co,INTRODUCED,Representative,
5125,455,,Sinema,,Co,INTRODUCED,Representative,
5126,455,,Crowley,,Co,INTRODUCED,Representative,
5127,455,,Doggett,,Co,INTRODUCED,Representative,
5128,455,,Cartwright,,Co,INTRODUCED,Representative,
5129,455,,Cummings,,Co,INTRODUCED,Representative,
5130,455,,Nolan,,Co,INTRODUCED,Representative,
5131,455,,Meng,,Co,INTRODUCED,Representative,
5132,455,,Deutch,,Co,INTRODUCED,Representative,
5133,455,,Bass,,Co,INTRODUCED,Representative,
5134,455,,Gabbard,,Co,INTRODUCED,Representative,
5135,455,,Clay,,Co,INTRODUCED,Representative,
5136,455,,Keating,,Co,INTRODUCED,Representative,
5137,455,,Lowey,,Co,INTRODUCED,Representative,
5138,455,,ORourke,,Co,INTRODUCED,Representative,
5139,455,,Visclosky,,Co,INTRODUCED,Representative,
5140,455,,Sherman,,Co,INTRODUCED,Representative,
5141,455,,Rush,,Co,INTRODUCED,Representative,
5142,455,,Loebsack,,Co,INTRODUCED,Representative,
5143,455,,Correa,,Co,INTRODUCED,Representative,
5144,455,,Quigley,,Co,INTRODUCED,Representative,
5145,455,,Richmond,,Co,INTRODUCED,Representative,
5146,455,,Hanabusa,,Co,INTRODUCED,Representative,
5147,455,,Neal,,Co,INTRODUCED,Representative,
5148,455,,Lofgren,,Co,INTRODUCED,Representative,
5149,455,,Sires,,Co,INTRODUCED,Representative,
5150,455,,Lipinski,,Co,INTRODUCED,Representative,
5151,455,,Schiff,,Co,INTRODUCED,Representative,
5152,455,,Esty,,Co,INTRODUCED,Representative,
5153,455,,Soto,,Co,INTRODUCED,Representative,
5154,455,,Polis,,Co,INTRODUCED,Representative,
5155,455,,Bordallo,,Co,INTRODUCED,Representative,
5156,455,,Pelosi,,Co,INTRODUCED,Representative,
5157,455,,Clyburn,,Co,INTRODUCED,Representative,
5158,455,,Cuellar,,Co,INTRODUCED,Representative,
5159,455,,Panetta,,Co,INTRODUCED,Representative,
5160,455,,Plaskett,,Co,INTRODUCED,Representative,
5161,455,,Ruiz,,Co,INTRODUCED,Representative,
5162,455,,Ruppersberger,,Co,INTRODUCED,Representative,
5163,455,,Costa,,Co,INTRODUCED,Representative,
5164,455,,Peterson,,Co,INTRODUCED,Representative,
5165,456,,Cummings,,Primary,ENROLLED,Senator,
5166,456,,Issa,,Co,ENROLLED,Senator,
5167,456,Jackson,Lee,,Co,ENROLLED,Senator,
5168,456,,Conyers,,Co,ENROLLED,Senator,
5169,456,Watson,Coleman,,Co,ENROLLED,Senator,
5170,456,,Norton,,Co,ENROLLED,Senator,
5171,456,,Grijalva,,Co,ENROLLED,Senator,
5172,456,,Cohen,,Co,ENROLLED,Senator,
5173,456,,Foster,,Co,ENROLLED,Senator,
5174,456,,Payne,,Co,ENROLLED,Senator,
5175,456,,Bass,,Co,ENROLLED,Senator,
5176,457,,,,Primary,INTRODUCED,Representative,
5177,457,,,,Co,INTRODUCED,Representative,
5178,458,,Coffman,,Co,INTRODUCED,Representative,
5179,458,,Denham,,Co,INTRODUCED,Representative,
5180,458,,Diaz-Balart,,Co,INTRODUCED,Representative,
5181,458,,Ros-Lehtinen,,Co,INTRODUCED,Representative,
5182,458,,Amodei,,Co,INTRODUCED,Representative,
5183,458,,Valadao,,Co,INTRODUCED,Representative,
5184,458,,Upton,,Co,INTRODUCED,Representative,
5185,458,,Reichert,,Co,INTRODUCED,Representative,
5186,459,Jackson,Lee,,Primary,INTRODUCED,Senator,
5187,459,,,,Co,INTRODUCED,Senator,
5188,460,,Booker,,Primary,INTRODUCED,Representative,
5189,460,,Johnson,,Co,INTRODUCED,Representative,
5190,460,,Baldwin,,Co,INTRODUCED,Representative,
5191,460,,Ernst,,Co,INTRODUCED,Representative,
5192,460,,Brown,,Co,INTRODUCED,Representative,
5193,460,,Portman,,Co,INTRODUCED,Representative,
5194,461,,Pelosi,,Co,PLACED_ON_CALENDAR,Senator,
5195,461,,Polis,,Co,PLACED_ON_CALENDAR,Senator,
5196,461,,Espaillat,,Co,PLACED_ON_CALENDAR,Senator,
5197,461,,Sablan,,Co,PLACED_ON_CALENDAR,Senator,
5198,461,,Lawrence,,Co,PLACED_ON_CALENDAR,Senator,
5199,461,,Takano,,Co,PLACED_ON_CALENDAR,Senator,
5200,461,,Adams,,Co,PLACED_ON_CALENDAR,Senator,
5201,461,,Fudge,,Co,PLACED_ON_CALENDAR,Senator,
5202,461,,Moore,,Co,PLACED_ON_CALENDAR,Senator,
5203,461,,DeSaulnier,,Co,PLACED_ON_CALENDAR,Senator,
5204,461,,Walz,,Co,PLACED_ON_CALENDAR,Senator,
5205,461,,Speier,,Co,PLACED_ON_CALENDAR,Senator,
5206,461,,Cicilline,,Co,PLACED_ON_CALENDAR,Senator,
5207,461,,Krishnamoorthi,,Co,PLACED_ON_CALENDAR,Senator,
5208,461,Blunt,Rochester,,Co,PLACED_ON_CALENDAR,Senator,
5209,461,,Kihuen,,Co,PLACED_ON_CALENDAR,Senator,
5210,461,,Lee,,Co,PLACED_ON_CALENDAR,Senator,
5211,461,,Cleaver,,Co,PLACED_ON_CALENDAR,Senator,
5212,461,,Bonamici,,Co,PLACED_ON_CALENDAR,Senator,
5213,461,,Grijalva,,Co,PLACED_ON_CALENDAR,Senator,
5214,461,,Pocan,,Co,PLACED_ON_CALENDAR,Senator,
5215,461,,Vargas,,Co,PLACED_ON_CALENDAR,Senator,
5216,461,,Roybal-Allard,,Co,PLACED_ON_CALENDAR,Senator,
5217,461,,Bass,,Co,PLACED_ON_CALENDAR,Senator,
5218,461,,Shea-Porter,,Co,PLACED_ON_CALENDAR,Senator,
5219,461,,Conyers,,Co,PLACED_ON_CALENDAR,Senator,
5220,461,,Hanabusa,,Co,PLACED_ON_CALENDAR,Senator,
5221,461,,Matsui,,Co,PLACED_ON_CALENDAR,Senator,
5222,461,,Payne,,Co,PLACED_ON_CALENDAR,Senator,
5223,461,,Velázquez,,Co,PLACED_ON_CALENDAR,Senator,
5224,461,,Hastings,,Co,PLACED_ON_CALENDAR,Senator,
5225,461,,Welch,,Co,PLACED_ON_CALENDAR,Senator,
5226,461,,Khanna,,Co,PLACED_ON_CALENDAR,Senator,
5227,461,,Rush,,Co,PLACED_ON_CALENDAR,Senator,
5228,461,,Jayapal,,Co,PLACED_ON_CALENDAR,Senator,
5229,461,,DelBene,,Co,PLACED_ON_CALENDAR,Senator,
5230,461,,Dingell,,Co,PLACED_ON_CALENDAR,Senator,
5231,462,,Grassley,,Primary,,,
5232,462,,Durbin,,Co,,,
5233,463,,,,Primary,INTRODUCED,Senator,
5234,463,,,,Co,INTRODUCED,Senator,
5235,464,,Murray,,Primary,REPORTED,Senator,
5236,464,,Casey,,Co,REPORTED,Senator,
5237,464,,Hirono,,Co,REPORTED,Senator,
5238,464,,Franken,,Co,REPORTED,Senator,
5239,464,,Schumer,,Co,REPORTED,Senator,
5240,464,,Leahy,,Co,REPORTED,Senator,
5241,464,,Feinstein,,Co,REPORTED,Senator,
5242,464,,Wyden,,Co,REPORTED,Senator,
5243,464,,Durbin,,Co,REPORTED,Senator,
5244,464,,Menendez,,Co,REPORTED,Senator,
5245,464,,Klobuchar,,Co,REPORTED,Senator,
5246,464,,Merkley,,Co,REPORTED,Senator,
5247,464,,Gillibrand,,Co,REPORTED,Senator,
5248,464,,Blumenthal,,Co,REPORTED,Senator,
5249,464,,Baldwin,,Co,REPORTED,Senator,
5250,464,,Murphy,,Co,REPORTED,Senator,
5251,464,,Heinrich,,Co,REPORTED,Senator,
5252,464,,Warren,,Co,REPORTED,Senator,
5253,464,,Markey,,Co,REPORTED,Senator,
5254,464,,Booker,,Co,REPORTED,Senator,
5255,464,Van,Hollen,,Co,REPORTED,Senator,6
5256,464,,Duckworth,,Co,REPORTED,Senator,
5257,464,,Hassan,,Co,REPORTED,Senator,
5258,464,,Harris,,Co,REPORTED,Senator,
5259,464,,Reed,,Co,REPORTED,Senator,
5260,464,,Udall,,Co,REPORTED,Senator,
5261,464,,Brown,,Co,REPORTED,Senator,
5262,465,,Booker,,Primary,INTRODUCED,Representative,
5263,465,,Johnson,,Primary,INTRODUCED,Representative,
5264,465,,Johnson,,Co,INTRODUCED,Representative,
5265,465,,Baldwin,,Co,INTRODUCED,Representative,
5266,465,,Ernst,,Co,INTRODUCED,Representative,
5267,465,,Brown,,Co,INTRODUCED,Representative,
5268,465,,Portman,,Co,INTRODUCED,Representative,
5269,465,,Leahy,,Co,INTRODUCED,Representative,
5270,465,,Peters,,Co,INTRODUCED,Representative,
5271,466,,DeFazio,,Primary,INTRODUCED,Representative,
5272,466,,,,Co,INTRODUCED,Representative,
5273,467,,,,Co,INTRODUCED,Representative,
5274,468,,Peterson,,Co,INTRODUCED,Representative,
5275,468,,Faso,,Co,INTRODUCED,Representative,
5276,468,,Posey,,Co,INTRODUCED,Representative,
5277,468,,Comstock,,Co,INTRODUCED,Representative,
5278,469,,McCaul,,Primary,INTRODUCED,Senator,
5279,469,,Speier,,Co,INTRODUCED,Senator,
5280,469,,Butterfield,,Co,INTRODUCED,Senator,
5281,470,,Reed,,Primary,INTRODUCED,Representative,
5282,470,,Capito,,Co,INTRODUCED,Representative,
5283,470,Van,Hollen,,Co,INTRODUCED,Representative,6
5284,470,,Isakson,,Co,INTRODUCED,Representative,
5285,471,,Grijalva,,Co,INTRODUCED,Representative,
5286,471,,Courtney,,Co,INTRODUCED,Representative,
5287,471,,Fudge,,Co,INTRODUCED,Representative,
5288,471,,Polis,,Co,INTRODUCED,Representative,
5289,471,,Sablan,,Co,INTRODUCED,Representative,
5290,471,,Bonamici,,Co,INTRODUCED,Representative,
5291,471,,Takano,,Co,INTRODUCED,Representative,
5292,471,,Adams,,Co,INTRODUCED,Representative,
5293,471,,DeSaulnier,,Co,INTRODUCED,Representative,
5294,471,,Norcross,,Co,INTRODUCED,Representative,
5295,471,Blunt,Rochester,,Co,INTRODUCED,Representative,
5296,471,,Krishnamoorthi,,Co,INTRODUCED,Representative,
5297,471,,Shea-Porter,,Co,INTRODUCED,Representative,
5298,471,,Espaillat,,Co,INTRODUCED,Representative,
5299,472,,Nadler,,Co,INTRODUCED,Senator,
5300,472,,Comstock,,Co,INTRODUCED,Senator,
5301,472,Blunt,Rochester,,Co,INTRODUCED,Senator,
5302,473,,Murray,,Primary,ENROLLED,Senator,
5303,473,,Hatch,,Co,ENROLLED,Senator,
5304,473,,Kaine,,Co,ENROLLED,Senator,
5305,473,,Scott,,Co,ENROLLED,Senator,
5306,473,,Baldwin,,Co,ENROLLED,Senator,
5307,474,,,,Primary,,,
5308,474,,,,Co,,,
5309,475,,,,Primary,INTRODUCED,Senator,
5310,475,,,,Co,INTRODUCED,Senator,
5311,476,,Hatch,,Primary,INTRODUCED,Representative,
5312,476,,Bennet,,Co,INTRODUCED,Representative,
5313,476,,Cornyn,,Co,INTRODUCED,Representative,
5314,476,,Warner,,Co,INTRODUCED,Representative,
5315,477,,Pocan,,Co,INTRODUCED,Senator,
5316,477,,Evans,,Co,INTRODUCED,Senator,
5317,477,,Lee,,Co,INTRODUCED,Senator,
5318,477,,Slaughter,,Co,INTRODUCED,Senator,
5319,477,,Hastings,,Co,INTRODUCED,Senator,
5320,477,,Butterfield,,Co,INTRODUCED,Senator,
5321,477,,Cartwright,,Co,INTRODUCED,Senator,
5322,477,,Norton,,Co,INTRODUCED,Senator,
5323,477,,Lawrence,,Co,INTRODUCED,Senator,
5324,477,,Moore,,Co,INTRODUCED,Senator,
5325,477,,Richmond,,Co,INTRODUCED,Senator,
5326,477,,Khanna,,Co,INTRODUCED,Senator,
5327,477,,Cleaver,,Co,INTRODUCED,Senator,
5328,477,,Meeks,,Co,INTRODUCED,Senator,
5329,477,,Veasey,,Co,INTRODUCED,Senator,
5330,477,,Gutiérrez,,Co,INTRODUCED,Senator,
5331,477,,Tonko,,Co,INTRODUCED,Senator,
5332,477,,Adams,,Co,INTRODUCED,Senator,
5333,477,,Plaskett,,Co,INTRODUCED,Senator,
5334,477,,Welch,,Co,INTRODUCED,Senator,
5335,478,,Durbin,,Primary,INTRODUCED,Representative,
5336,478,,Coons,,Co,INTRODUCED,Representative,
5337,478,,Booker,,Co,INTRODUCED,Representative,
5338,478,,Leahy,,Co,INTRODUCED,Representative,
5339,478,,Warren,,Co,INTRODUCED,Representative,
5340,479,,Roybal-Allard,,Primary,INTRODUCED,Senator,
5341,479,,Ros-Lehtinen,,Co,INTRODUCED,Senator,
5342,480,,Graham,,Primary,ENROLLED,Representative,
5343,480,,Durbin,,Co,ENROLLED,Representative,
5344,480,,Flake,,Co,ENROLLED,Representative,
5345,480,,Schumer,,Co,ENROLLED,Representative,
5346,481,,,,Primary,,,
5347,481,,,,Co,,,
5348,482,,,,Primary,PLACED_ON_CALENDAR,Senator,
5349,482,,,,Co,PLACED_ON_CALENDAR,Senator,
5350,483,,,,Primary,INTRODUCED,Representative,
5351,483,,,,Co,INTRODUCED,Representative,
5352,484,,Pocan,,Co,INTRODUCED,Representative,
5353,484,,Evans,,Co,INTRODUCED,Representative,
5354,484,,Lee,,Co,INTRODUCED,Representative,
5355,484,,Slaughter,,Co,INTRODUCED,Representative,
5356,484,,Hastings,,Co,INTRODUCED,Representative,
5357,484,,Butterfield,,Co,INTRODUCED,Representative,
5358,484,,Cartwright,,Co,INTRODUCED,Representative,
5359,484,,Norton,,Co,INTRODUCED,Representative,
5360,484,,Lawrence,,Co,INTRODUCED,Representative,
5361,484,,Moore,,Co,INTRODUCED,Representative,
5362,484,,Richmond,,Co,INTRODUCED,Representative,
5363,484,,Khanna,,Co,INTRODUCED,Representative,
5364,484,,Cleaver,,Co,INTRODUCED,Representative,
5365,484,,Meeks,,Co,INTRODUCED,Representative,
5366,484,,Veasey,,Co,INTRODUCED,Representative,
5367,484,,Gutiérrez,,Co,INTRODUCED,Representative,
5368,484,,Tonko,,Co,INTRODUCED,Representative,
5369,485,,Engel,,Co,ENGROSSED,Representative,
5370,486,,,,Primary,INTRODUCED,Senator,
5371,486,,,,Co,INTRODUCED,Senator,
5372,487,,Tillis,,Primary,INTRODUCED,Senator,
5373,487,,Lankford,,Co,INTRODUCED,Senator,
5374,487,,Hatch,,Co,INTRODUCED,Senator,
5375,488,,Johnson,,Primary,INTRODUCED,Representative,
5376,488,,,,Co,INTRODUCED,Representative,
5377,489,,Engel,,Co,INTRODUCED,Representative,
5378,490,,McCarthy,,Primary,RECEIVED,Senator,
5379,490,,,,Co,RECEIVED,Senator,
5380,491,,,,Primary,PLACED_ON_CALENDAR,Senator,
5381,491,,,,Co,PLACED_ON_CALENDAR,Senator,
5382,492,,,,Primary,INTRODUCED,Representative,
5383,492,,,,Co,INTRODUCED,Representative,
5384,493,,Foxx,,Co,ENGROSSED,Representative,
5385,493,,Rokita,,Co,ENGROSSED,Representative,
5386,494,,,,Primary,INTRODUCED,Representative,
5387,494,,,,Co,INTRODUCED,Representative,
5388,495,,Lofgren,,Primary,REPORTED,Representative,
5389,495,,Clay,,Co,REPORTED,Representative,
5390,495,,Cohen,,Co,REPORTED,Representative,
5391,495,,DeFazio,,Co,REPORTED,Representative,
5392,495,,Dingell,,Co,REPORTED,Representative,
5393,495,,Ellison,,Co,REPORTED,Representative,
5394,495,,Eshoo,,Co,REPORTED,Representative,
5395,495,,Esty,,Co,REPORTED,Representative,
5396,495,,Foster,,Co,REPORTED,Representative,
