,billid,firstname,lastname,state,primaryorco,representativeid,billstage,chambername,legistype
1257,484,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1258,484,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,A BILL
1259,484,,Sewell,Alabama,Co,172,INTRODUCED,Representative,A BILL
1260,484,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
1261,484,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative,A BILL
1262,485,,Royce,California,Primary,392,ENGROSSED,Representative,AN ACT
1263,489,,Royce,California,Primary,392,INTRODUCED,Representative,A BILL
1264,493,,Scott,Virginia,Co,52,ENGROSSED,Representative,AN ACT
1265,493,,Davis,California,Co,403,ENGROSSED,Representative,AN ACT
1266,493,,Wilson,Florida,Co,278,ENGROSSED,Representative,AN ACT
1267,495,Brendan F,Boyle,Pennsylvania,Co,315,REPORTED,Representative,A BILL
1268,495,,Brownley,California,Co,92,REPORTED,Representative,A BILL
1269,495,,Davis,California,Co,403,REPORTED,Representative,A BILL
1270,495,Eddie B,Johnson,Texas,Co,117,REPORTED,Representative,A BILL
1271,495,Eddie B,Johnson,Texas,Co,113,REPORTED,Representative,A BILL
1272,495,,Johnson,Georgia,Co,0,REPORTED,Representative,A BILL
1273,495,,Price,North Carolina,Co,288,REPORTED,Representative,A BILL
1274,495,,Ryan,Ohio,Co,262,REPORTED,Representative,A BILL
1275,495,,Swalwell,California,Co,361,REPORTED,Representative,A BILL
1276,495,,Thompson,California,Co,354,REPORTED,Representative,A BILL
1277,495,Ted,Lieu,California,Co,378,REPORTED,Representative,A BILL
1278,495,,Larson,Connecticut,Co,342,REPORTED,Representative,A BILL
1279,495,,Brown,Maryland,Co,304,REPORTED,Representative,A BILL
1280,496,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
1281,496,,Davis,California,Co,403,INTRODUCED,Representative,A BILL
1282,496,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
1283,496,,Roe,Tennessee,Co,232,INTRODUCED,Representative,A BILL
1284,496,,Wilson,South Carolina,Co,254,INTRODUCED,Representative,A BILL
1285,496,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
1286,496,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
1287,496,,Thompson,Pennsylvania,Co,280,INTRODUCED,Representative,A BILL
1288,496,,Curbelo,Florida,Co,45,INTRODUCED,Representative,A BILL
1289,497,,Lewis,Georgia,Co,221,INTRODUCED,Senator,A BILL
1290,497,Maxine,Waters,California,Co,383,INTRODUCED,Senator,A BILL
1291,497,Ted,Lieu,California,Co,378,INTRODUCED,Senator,A BILL
1292,497,,Davis,California,Co,403,INTRODUCED,Senator,A BILL
1293,497,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,A BILL
1294,497,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,A BILL
1295,497,Al,Green,Texas,Co,132,INTRODUCED,Senator,A BILL
1296,497,Al,Green,Texas,Co,128,INTRODUCED,Senator,A BILL
1297,497,Judy,Chu,California,Co,388,INTRODUCED,Senator,A BILL
1298,497,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,A BILL
1299,497,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,A BILL
1300,497,,Scott,Virginia,Co,52,INTRODUCED,Senator,A BILL
1301,499,,Lewis,Georgia,Primary,221,INTRODUCED,Senator,A BILL
1302,499,,Brady,Pennsylvania,Co,316,INTRODUCED,Senator,A BILL
1303,499,,Bishop,Georgia,Co,9,INTRODUCED,Senator,A BILL
1304,499,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Senator,A BILL
1305,499,,Brown,Maryland,Co,304,INTRODUCED,Senator,A BILL
1306,499,,Brownley,California,Co,92,INTRODUCED,Senator,A BILL
1307,499,,Carson,Indiana,Co,202,INTRODUCED,Senator,A BILL
1308,499,,Castor,Florida,Co,42,INTRODUCED,Senator,A BILL
1309,499,,Castro,Texas,Co,99,INTRODUCED,Senator,A BILL
1310,499,Judy,Chu,California,Co,388,INTRODUCED,Senator,A BILL
1311,499,,Clark,Massachusetts,Co,347,INTRODUCED,Senator,A BILL
1312,499,,Clarke,New York,Co,330,INTRODUCED,Senator,A BILL
1313,499,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,A BILL
1314,499,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,A BILL
1315,499,,Davis,California,Co,403,INTRODUCED,Senator,A BILL
1316,499,Michael F,Doyle,Pennsylvania,Co,282,INTRODUCED,Senator,A BILL
1317,499,,Esty,Connecticut,Co,337,INTRODUCED,Senator,A BILL
1318,499,,Frankel,Florida,Co,279,INTRODUCED,Senator,A BILL
1319,499,,Frankel,Florida,Co,277,INTRODUCED,Senator,A BILL
1320,499,,Gonzalez,Texas,Co,98,INTRODUCED,Senator,A BILL
1321,499,Al,Green,Texas,Co,132,INTRODUCED,Senator,A BILL
1322,499,Al,Green,Texas,Co,128,INTRODUCED,Senator,A BILL
1323,499,Gene,Green,Texas,Co,132,INTRODUCED,Senator,A BILL
1324,499,Gene,Green,Texas,Co,128,INTRODUCED,Senator,A BILL
1325,499,,Higgins,New York,Co,290,INTRODUCED,Senator,A BILL
1326,499,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,A BILL
1327,499,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,A BILL
1328,499,,Johnson,Georgia,Co,0,INTRODUCED,Senator,A BILL
1329,499,,Kelly,Illinois,Co,177,INTRODUCED,Senator,A BILL
1330,499,,Kuster,New Hampshire,Co,345,INTRODUCED,Senator,A BILL
1331,499,,Larsen,Washington,Co,83,INTRODUCED,Senator,A BILL
1332,499,,Larson,Connecticut,Co,342,INTRODUCED,Senator,A BILL
1333,499,,Lawson,Florida,Co,249,INTRODUCED,Senator,A BILL
1334,499,Ted,Lieu,California,Co,378,INTRODUCED,Senator,A BILL
1335,499,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Senator,A BILL
1336,499,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Senator,A BILL
1337,499,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator,A BILL
1338,499,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator,A BILL
1339,499,,Price,North Carolina,Co,288,INTRODUCED,Senator,A BILL
1340,499,,Rice,New York,Co,335,INTRODUCED,Senator,A BILL
1341,499,,Ryan,Ohio,Co,262,INTRODUCED,Senator,A BILL
1342,499,David,Scott,Georgia,Co,230,INTRODUCED,Senator,A BILL
1343,499,David,Scott,Georgia,Co,216,INTRODUCED,Senator,A BILL
1344,499,,Scott,Virginia,Co,52,INTRODUCED,Senator,A BILL
1345,499,,Sewell,Alabama,Co,172,INTRODUCED,Senator,A BILL
1346,499,,Smith,Washington,Co,357,INTRODUCED,Senator,A BILL
1347,499,,Swalwell,California,Co,361,INTRODUCED,Senator,A BILL
1348,499,,Thompson,Mississippi,Co,155,INTRODUCED,Senator,A BILL
1349,499,,Thompson,California,Co,354,INTRODUCED,Senator,A BILL
1350,499,,Wilson,Florida,Co,278,INTRODUCED,Senator,A BILL
1351,502,Ted,Lieu,California,Co,378,INTRODUCED,Representative,A BILL
1352,507,,Scott,Virginia,Primary,52,INTRODUCED,Senator,A BILL
1353,507,,Curbelo,Florida,Co,45,INTRODUCED,Senator,A BILL
1354,510,,Kelly,Illinois,Primary,177,INTRODUCED,Representative,A BILL
1355,510,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,A BILL
1356,510,Al,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
1357,510,Al,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
1358,510,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1359,510,Maxine,Waters,California,Co,383,INTRODUCED,Representative,A BILL
1360,510,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
1361,510,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
1362,511,,Smith,Washington,Co,357,INTRODUCED,Representative,A BILL
1363,511,Gene,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
1364,511,Gene,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
1365,511,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
1366,511,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
1367,511,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
1368,511,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
1369,511,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
1370,511,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
1371,511,,Swalwell,California,Co,361,INTRODUCED,Representative,A BILL
1372,511,,Rice,New York,Co,335,INTRODUCED,Representative,A BILL
1373,511,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
1374,511,David,Scott,Georgia,Co,230,INTRODUCED,Representative,A BILL
1375,511,David,Scott,Georgia,Co,216,INTRODUCED,Representative,A BILL
1376,511,,Larsen,Washington,Co,83,INTRODUCED,Representative,A BILL
1377,511,,Kelly,Illinois,Co,177,INTRODUCED,Representative,A BILL
1378,511,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
1379,511,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,A BILL
1380,511,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1381,511,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,A BILL
1382,511,,Price,North Carolina,Co,288,INTRODUCED,Representative,A BILL
1383,511,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
1384,511,Judy,Chu,California,Co,388,INTRODUCED,Representative,A BILL
1385,511,,Castor,Florida,Co,42,INTRODUCED,Representative,A BILL
1386,511,,Larson,Connecticut,Co,342,INTRODUCED,Representative,A BILL
1387,511,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
1388,511,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
1389,511,,Thompson,California,Co,354,INTRODUCED,Representative,A BILL
1390,511,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
1391,511,,Higgins,New York,Co,290,INTRODUCED,Representative,A BILL
1392,512,,Wilson,Florida,Co,278,PLACED_ON_CALENDAR,Senator,A BILL
1393,512,,Clarke,New York,Co,330,PLACED_ON_CALENDAR,Senator,A BILL
1394,512,,Lewis,Georgia,Co,221,PLACED_ON_CALENDAR,Senator,A BILL
1395,512,Danny K,Davis,Illinois,Co,187,PLACED_ON_CALENDAR,Senator,A BILL
1396,512,Danny K,Davis,Illinois,Co,158,PLACED_ON_CALENDAR,Senator,A BILL
1397,512,Eddie B,Johnson,Texas,Co,117,PLACED_ON_CALENDAR,Senator,A BILL
1398,512,Eddie B,Johnson,Texas,Co,113,PLACED_ON_CALENDAR,Senator,A BILL
1399,512,,Ryan,Ohio,Co,262,PLACED_ON_CALENDAR,Senator,A BILL
1400,512,Judy,Chu,California,Co,388,PLACED_ON_CALENDAR,Senator,A BILL
1401,512,Al,Green,Texas,Co,132,PLACED_ON_CALENDAR,Senator,A BILL
1402,512,Al,Green,Texas,Co,128,PLACED_ON_CALENDAR,Senator,A BILL
1403,515,,Brooks,Indiana,Co,201,INTRODUCED,Senator,A BILL
1404,515,,Costello,Pennsylvania,Co,308,INTRODUCED,Senator,A BILL
1405,515,,King,New York,Co,336,INTRODUCED,Senator,A BILL
1406,515,,Sewell,Alabama,Co,172,INTRODUCED,Senator,A BILL
1407,515,,Clarke,New York,Co,330,INTRODUCED,Senator,A BILL
1408,515,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,A BILL
1409,515,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,A BILL
1410,515,Judy,Chu,California,Co,388,INTRODUCED,Senator,A BILL
1411,515,,Rice,New York,Co,335,INTRODUCED,Senator,A BILL
1412,520,,Murphy,Florida,Co,264,INTRODUCED,Representative,A BILL
1413,524,,Collins,Georgia,Primary,220,REPORTED,Representative,A BILL
1414,525,,Collins,Georgia,Primary,220,ENGROSSED,Representative,AN ACT
1415,525,,Ryan,Ohio,Co,262,ENGROSSED,Representative,AN ACT
1416,525,Eddie B,Johnson,Texas,Co,117,ENGROSSED,Representative,AN ACT
1417,525,Eddie B,Johnson,Texas,Co,113,ENGROSSED,Representative,AN ACT
1418,525,,Curbelo,Florida,Co,45,ENGROSSED,Representative,AN ACT
1419,528,,Poe,Texas,Co,129,INTRODUCED,Representative,A BILL
1420,529,,Thompson,Pennsylvania,Primary,280,INTRODUCED,Senator,A BILL
1421,535,,Carson,Indiana,Co,202,PLACED_ON_CALENDAR,Senator,A BILL
1422,540,Danny K,Davis,Illinois,Primary,187,REPORTED,Representative,A BILL
1423,540,Danny K,Davis,Illinois,Primary,158,REPORTED,Representative,A BILL
1424,540,,Kelly,Illinois,Co,177,REPORTED,Representative,A BILL
1425,544,,Smith,Texas,Co,452,INTRODUCED,Senator,A BILL
1426,544,,Larsen,Washington,Co,83,INTRODUCED,Senator,A BILL
1427,544,,Graves,Missouri,Co,127,INTRODUCED,Senator,A BILL
1428,544,,Graves,Louisiana,Co,152,INTRODUCED,Senator,A BILL
1429,547,Maxine,Waters,California,Primary,383,INTRODUCED,Representative,A BILL
1430,547,Al,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
1431,547,Al,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
1432,548,,Frankel,Florida,Co,279,PLACED_ON_CALENDAR,Senator,A BILL
1433,548,,Frankel,Florida,Co,277,PLACED_ON_CALENDAR,Senator,A BILL
1434,548,,Kuster,New Hampshire,Co,345,PLACED_ON_CALENDAR,Senator,A BILL
1435,548,Maxine,Waters,California,Co,383,PLACED_ON_CALENDAR,Senator,A BILL
1436,548,Brendan F,Boyle,Pennsylvania,Co,315,PLACED_ON_CALENDAR,Senator,A BILL
1437,548,,Clark,Massachusetts,Co,347,PLACED_ON_CALENDAR,Senator,A BILL
1438,548,,Wilson,Florida,Co,278,PLACED_ON_CALENDAR,Senator,A BILL
1439,548,Ted,Lieu,California,Co,378,PLACED_ON_CALENDAR,Senator,A BILL
1440,548,,Brown,Maryland,Co,304,PLACED_ON_CALENDAR,Senator,A BILL
1441,548,,Carson,Indiana,Co,202,PLACED_ON_CALENDAR,Senator,A BILL
1442,548,,Swalwell,California,Co,361,PLACED_ON_CALENDAR,Senator,A BILL
1443,548,Eddie B,Johnson,Texas,Co,117,PLACED_ON_CALENDAR,Senator,A BILL
1444,548,Eddie B,Johnson,Texas,Co,113,PLACED_ON_CALENDAR,Senator,A BILL
1445,548,,Brownley,California,Co,92,PLACED_ON_CALENDAR,Senator,A BILL
1446,548,Danny K,Davis,Illinois,Co,187,PLACED_ON_CALENDAR,Senator,A BILL
1447,548,Danny K,Davis,Illinois,Co,158,PLACED_ON_CALENDAR,Senator,A BILL
1448,548,David,Scott,Georgia,Co,230,PLACED_ON_CALENDAR,Senator,A BILL
1449,548,David,Scott,Georgia,Co,216,PLACED_ON_CALENDAR,Senator,A BILL
1450,548,,Brady,Pennsylvania,Co,316,PLACED_ON_CALENDAR,Senator,A BILL
1451,548,,Johnson,Georgia,Co,0,PLACED_ON_CALENDAR,Senator,A BILL
1452,548,Al,Green,Texas,Co,132,PLACED_ON_CALENDAR,Senator,A BILL
1453,548,Al,Green,Texas,Co,128,PLACED_ON_CALENDAR,Senator,A BILL
1454,548,Sean P,Maloney,New York,Co,329,PLACED_ON_CALENDAR,Senator,A BILL
1455,548,Sean P,Maloney,New York,Co,322,PLACED_ON_CALENDAR,Senator,A BILL
1456,548,,Kelly,Illinois,Co,177,PLACED_ON_CALENDAR,Senator,A BILL
1457,548,,Thompson,California,Co,354,PLACED_ON_CALENDAR,Senator,A BILL
1458,548,Gene,Green,Texas,Co,132,PLACED_ON_CALENDAR,Senator,A BILL
1459,548,Gene,Green,Texas,Co,128,PLACED_ON_CALENDAR,Senator,A BILL
1460,548,Judy,Chu,California,Co,388,PLACED_ON_CALENDAR,Senator,A BILL
1461,548,,Scott,Virginia,Co,52,PLACED_ON_CALENDAR,Senator,A BILL
1462,548,,Davis,California,Co,403,PLACED_ON_CALENDAR,Senator,A BILL
1463,548,Carolyn B,Maloney,New York,Co,329,PLACED_ON_CALENDAR,Senator,A BILL
1464,548,Carolyn B,Maloney,New York,Co,322,PLACED_ON_CALENDAR,Senator,A BILL
1465,548,,Lewis,Georgia,Co,221,PLACED_ON_CALENDAR,Senator,A BILL
1466,548,,Castor,Florida,Co,42,PLACED_ON_CALENDAR,Senator,A BILL
1467,550,,Graves,Missouri,Co,127,INTRODUCED,Representative,A BILL
1468,557,,Graves,Missouri,Co,127,ENGROSSED,Representative,AN ACT
1469,557,Rodney,Davis,Illinois,Co,187,ENGROSSED,Representative,AN ACT
1470,557,Rodney,Davis,Illinois,Co,158,ENGROSSED,Representative,AN ACT
1471,557,,Duncan,Tennessee,Co,4,ENGROSSED,Representative,AN ACT
1472,557,,Gonzalez,Texas,Co,98,ENGROSSED,Representative,AN ACT
1473,562,,Clarke,New York,Co,330,REPORTED,Representative,A BILL
1474,564,,Wilson,South Carolina,Co,254,ENROLLED,Representative,AN ACT
1475,564,,Roe,Tennessee,Co,232,ENROLLED,Representative,AN ACT
1476,564,,Thompson,Pennsylvania,Co,280,ENROLLED,Representative,AN ACT
1477,564,Francis,Rooney,Florida,Co,248,ENROLLED,Representative,AN ACT
1478,564,Francis,Rooney,Florida,Co,43,ENROLLED,Representative,AN ACT
1479,579,,Price,North Carolina,Primary,288,INTRODUCED,Representative,A BILL
1480,582,,Price,North Carolina,Primary,288,INTRODUCED,Senator,A BILL
1481,588,,Smith,Washington,Co,357,PLACED,Senator,AN ACT
1482,592,,King,New York,Co,336,ENROLLED,Representative,AN ACT
